ring_id,species,wing_length_mm,weight_g,fat_score,date,sex
AX-77505,Blaumeise,62.8,9.6,4,2025-10-07,U
AX-81650,Amsel,125.8,84.3,4,2025-10-07,M
AX-80068,Kohlmeise,77.7,17.3,1,2025-10-07,U
AX-85374,Kohlmeise,74.3,17.2,4,2025-10-07,U
AX-51398,Kohlmeise,74.1,18.9,0,2025-10-07,M
AX-41226,Amsel,127.0,100.2,0,2025-10-07,F
AX-44683,Kohlmeise,77.3,19.5,5,2025-10-07,F
AX-32091,Kohlmeise,76.6,20.8,1,2025-10-07,M
AX-67472,Amsel,128.8,103.8,0,2025-10-07,U
AX-94729,Amsel,131.9,87.6,0,2025-10-07,M
AX-64667,Blaumeise,62.1,10.4,5,2025-10-07,F
AX-16858,Kohlmeise,77.4,14.5,4,2025-10-07,M
AX-63236,Amsel,120.4,83.5,4,2025-10-07,U
AX-36842,Blaumeise,63.9,11.0,2,2025-10-07,M
AX-23972,Kohlmeise,72.7,19.7,3,2025-10-07,M
AX-35657,Kohlmeise,73.0,16.8,0,2025-10-07,M
AX-12634,Kohlmeise,74.3,17.8,4,2025-10-07,M
AX-39983,Kohlmeise,76.3,17.9,4,2025-10-07,M
AX-90967,Kohlmeise,76.7,19.0,0,2025-10-07,U
AX-43081,Kohlmeise,71.4,20.8,3,2025-10-07,F
AX-64229,Amsel,123.7,101.0,2,2025-10-07,F
AX-19742,Blaumeise,58.2,10.9,1,2025-10-07,U
AX-27272,Amsel,125.7,87.3,4,2025-10-07,M
AX-45097,Amsel,132.1,106.3,4,2025-10-07,U
AX-98585,Blaumeise,62.8,11.6,5,2025-10-07,F
AX-83913,Amsel,129.5,91.5,3,2025-10-07,M
AX-41717,Kohlmeise,72.5,16.8,2,2025-10-07,U
AX-70942,Kohlmeise,80.3,21.0,5,2025-10-07,M
AX-47863,Kohlmeise,75.3,19.6,4,2025-10-07,F
AX-79652,Blaumeise,58.6,12.0,1,2025-10-07,U
AX-38895,Amsel,126.5,93.3,2,2025-10-07,F
AX-38644,Blaumeise,58.7,9.8,3,2025-10-07,F
AX-43506,Blaumeise,61.7,10.2,3,2025-10-07,F
AX-95838,Amsel,129.4,96.1,5,2025-10-07,U
AX-18659,Blaumeise,61.2,11.6,3,2025-10-07,U
AX-31691,Kohlmeise,74.5,18.3,2,2025-10-07,F
AX-76307,Amsel,128.4,93.7,2,2025-10-07,M
AX-95364,Kohlmeise,77.7,17.8,0,2025-10-07,M
AX-33764,Kohlmeise,74.7,16.0,1,2025-10-07,M
AX-48612,Amsel,128.9,101.7,1,2025-10-07,M
AX-74279,Amsel,126.9,91.7,5,2025-10-07,U
AX-99426,Kohlmeise,75.3,18.4,1,2025-10-07,F
AX-46729,Kohlmeise,74.0,19.9,2,2025-10-07,U
AX-94130,Blaumeise,62.1,10.3,5,2025-10-07,F
AX-87457,Amsel,128.2,85.3,0,2025-10-07,F
AX-65900,Amsel,122.9,98.6,5,2025-10-07,F
AX-72677,Amsel,120.8,87.9,1,2025-10-07,M
AX-24338,Blaumeise,62.4,10.6,4,2025-10-07,M
AX-62003,Kohlmeise,74.9,19.9,4,2025-10-07,U
AX-98893,Amsel,132.5,101.2,5,2025-10-07,U
AX-99286,Blaumeise,64.1,9.5,2,2025-10-07,U
AX-16597,Blaumeise,61.5,9.9,0,2025-10-07,M
AX-95139,Blaumeise,62.8,12.2,3,2025-10-07,M
AX-19323,Blaumeise,63.0,10.2,1,2025-10-07,M
AX-63042,Kohlmeise,78.5,19.7,5,2025-10-07,M
AX-71470,Blaumeise,60.5,10.8,2,2025-10-07,U
AX-69414,Kohlmeise,76.3,17.4,0,2025-10-07,F
AX-41998,Amsel,127.2,86.2,3,2025-10-07,M
AX-66250,Amsel,120.2,96.7,0,2025-10-07,F
AX-36356,Kohlmeise,75.2,19.2,0,2025-10-07,F
AX-45024,Blaumeise,60.8,10.1,0,2025-10-07,M
AX-50721,Blaumeise,62.0,10.4,0,2025-10-07,U
AX-11045,Kohlmeise,75.0,18.1,2,2025-10-07,U
AX-79490,Blaumeise,62.1,8.6,4,2025-10-07,U
AX-60898,Blaumeise,60.5,10.6,4,2025-10-07,U
AX-46409,Blaumeise,62.8,11.4,4,2025-10-07,U
AX-15157,Amsel,122.7,98.1,2,2025-10-07,F
AX-95385,Amsel,133.8,88.3,3,2025-10-07,M
AX-20778,Kohlmeise,72.2,18.1,0,2025-10-08,F
AX-70699,Kohlmeise,76.5,17.9,5,2025-10-08,U
AX-63835,Kohlmeise,77.3,17.9,3,2025-10-08,M
AX-49562,Kohlmeise,75.8,18.2,0,2025-10-08,U
AX-79488,Kohlmeise,73.2,17.3,2,2025-10-08,U
AX-93705,Kohlmeise,76.9,14.4,2,2025-10-08,U
AX-25617,Amsel,125.4,92.7,4,2025-10-08,F
AX-57792,Blaumeise,64.1,12.8,2,2025-10-08,M
AX-14049,Amsel,130.1,98.2,3,2025-10-08,M
AX-97107,Blaumeise,61.9,11.3,4,2025-10-08,M
AX-40829,Kohlmeise,76.4,21.5,4,2025-10-08,F
AX-99869,Kohlmeise,80.6,16.9,2,2025-10-08,M
AX-65445,Amsel,126.0,89.5,2,2025-10-08,F
AX-22020,Kohlmeise,78.5,15.9,4,2025-10-08,M
AX-88299,Kohlmeise,76.1,18.9,0,2025-10-08,M
AX-41538,Amsel,125.6,91.9,1,2025-10-08,F
AX-32239,Blaumeise,61.4,10.8,2,2025-10-08,U
AX-13980,Kohlmeise,77.0,21.0,3,2025-10-08,U
AX-55930,Amsel,128.1,97.5,1,2025-10-08,M
AX-64460,Blaumeise,63.1,10.9,0,2025-10-08,M
AX-79812,Blaumeise,63.0,12.0,4,2025-10-08,F
AX-32637,Amsel,126.9,97.3,5,2025-10-08,M
AX-53367,Kohlmeise,78.5,17.9,2,2025-10-08,M
AX-91886,Amsel,129.4,99.6,0,2025-10-08,U
AX-26317,Amsel,124.4,104.3,4,2025-10-08,U
AX-21272,Amsel,127.7,101.9,4,2025-10-08,F
AX-60687,Amsel,119.9,105.0,5,2025-10-08,F
AX-80275,Amsel,126.1,89.6,4,2025-10-08,U
AX-97938,Kohlmeise,76.1,18.3,2,2025-10-08,M
AX-61138,Amsel,133.9,95.0,4,2025-10-08,M
AX-20033,Amsel,134.9,87.4,0,2025-10-08,M
AX-65631,Amsel,131.3,76.9,3,2025-10-08,F
AX-54254,Kohlmeise,78.1,17.8,1,2025-10-08,M
AX-31231,Amsel,126.1,110.1,3,2025-10-08,U
AX-26888,Amsel,125.5,101.5,4,2025-10-08,M
AX-65669,Blaumeise,63.0,12.7,4,2025-10-08,U
AX-37205,Amsel,127.3,106.3,5,2025-10-08,U
AX-63989,Blaumeise,60.4,9.1,2,2025-10-08,F
AX-67865,Kohlmeise,75.9,18.5,4,2025-10-08,M
AX-47655,Blaumeise,64.3,11.1,2,2025-10-08,M
AX-88178,Blaumeise,60.0,9.5,5,2025-10-08,F
AX-55027,Kohlmeise,74.2,19.1,1,2025-10-08,U
AX-23788,Blaumeise,64.5,10.0,0,2025-10-08,M
AX-35638,Amsel,130.2,84.7,1,2025-10-08,U
AX-46908,Kohlmeise,75.2,16.1,4,2025-10-08,U
AX-66080,Kohlmeise,76.7,18.6,2,2025-10-08,M
AX-15406,Blaumeise,62.1,10.1,0,2025-10-08,M
AX-56609,Amsel,126.0,89.3,4,2025-10-08,M
AX-92810,Blaumeise,60.2,11.4,5,2025-10-08,U
AX-28674,Kohlmeise,79.2,15.7,0,2025-10-08,M
AX-59890,Blaumeise,63.2,12.0,4,2025-10-08,U
AX-93006,Amsel,127.8,90.3,1,2025-10-08,U
AX-26978,Kohlmeise,74.3,16.5,0,2025-10-08,U
AX-61578,Blaumeise,62.5,10.0,4,2025-10-08,U
AX-94509,Amsel,122.5,112.8,1,2025-10-08,F
AX-59587,Kohlmeise,76.2,16.7,2,2025-10-08,M
AX-14339,Amsel,128.7,103.6,3,2025-10-08,F
AX-29863,Kohlmeise,75.2,18.9,5,2025-10-08,M
AX-63863,Amsel,123.9,79.5,0,2025-10-08,F
AX-92289,Amsel,126.9,97.0,2,2025-10-08,M
AX-36038,Amsel,124.8,84.6,3,2025-10-08,F
AX-59469,Amsel,124.1,99.6,1,2025-10-08,F
AX-62632,Kohlmeise,73.1,18.6,4,2025-10-08,F
AX-60264,Blaumeise,60.4,10.8,2,2025-10-08,F
AX-79803,Amsel,136.0,92.8,5,2025-10-08,M
AX-58330,Blaumeise,62.4,11.8,2,2025-10-08,U
AX-80323,Kohlmeise,73.1,18.2,5,2025-10-08,U
AX-89085,Kohlmeise,74.5,16.6,1,2025-10-08,U
AX-77027,Kohlmeise,74.1,18.7,2,2025-10-08,F
AX-56954,Amsel,127.4,103.1,2,2025-10-08,M
AX-16279,Kohlmeise,77.2,17.1,3,2025-10-08,M
AX-89791,Kohlmeise,74.9,16.6,5,2025-10-08,M
AX-77464,Kohlmeise,73.0,17.3,3,2025-10-08,U
AX-58141,Blaumeise,62.4,11.0,5,2025-10-08,U
AX-48611,Blaumeise,60.7,13.1,2,2025-10-08,F
AX-94303,Blaumeise,61.5,12.5,5,2025-10-08,M
AX-68191,Blaumeise,63.9,11.4,3,2025-10-08,M
AX-11539,Kohlmeise,76.4,21.4,3,2025-10-08,U
AX-38003,Amsel,131.5,97.8,0,2025-10-08,F
AX-67301,Kohlmeise,72.0,17.6,3,2025-10-08,U
AX-73728,Kohlmeise,76.4,17.9,3,2025-10-08,M
AX-87716,Amsel,121.6,94.2,2,2025-10-08,F
AX-43377,Amsel,126.4,82.6,0,2025-10-08,F
AX-87289,Amsel,128.6,91.4,4,2025-10-08,F
AX-86266,Amsel,126.5,87.8,1,2025-10-08,M
AX-75758,Blaumeise,64.2,11.8,0,2025-10-08,M
AX-11848,Blaumeise,62.3,8.4,2,2025-10-08,U
AX-11501,Amsel,127.5,97.6,0,2025-10-08,M
AX-28013,Blaumeise,64.2,11.8,3,2025-10-09,M
AX-80676,Amsel,131.1,102.9,3,2025-10-09,M
AX-67779,Amsel,132.1,94.3,5,2025-10-09,M
AX-50121,Amsel,121.2,83.3,1,2025-10-09,F
AX-12438,Amsel,124.8,99.5,4,2025-10-09,M
AX-11476,Amsel,133.3,96.0,1,2025-10-09,U
AX-22675,Blaumeise,62.5,10.6,5,2025-10-09,U
AX-17807,Amsel,120.8,102.7,2,2025-10-09,F
AX-80920,Amsel,126.2,95.7,5,2025-10-09,M
AX-94865,Kohlmeise,72.4,17.4,2,2025-10-09,F
AX-80215,Kohlmeise,74.8,17.6,5,2025-10-09,U
AX-78319,Amsel,125.2,96.4,3,2025-10-09,U
AX-66946,Amsel,131.9,85.3,5,2025-10-09,M
AX-69900,Amsel,132.9,81.3,0,2025-10-09,M
AX-88408,Amsel,130.0,87.5,2,2025-10-09,M
AX-46228,Amsel,127.0,107.3,5,2025-10-09,U
AX-88656,Amsel,122.7,82.8,3,2025-10-09,U
AX-18478,Blaumeise,63.5,9.8,3,2025-10-09,M
AX-66515,Kohlmeise,77.3,20.6,5,2025-10-09,M
AX-56136,Kohlmeise,74.3,19.3,3,2025-10-09,M
AX-10573,Amsel,124.7,92.5,4,2025-10-09,M
AX-99708,Kohlmeise,74.0,18.8,1,2025-10-09,F
AX-77838,Amsel,125.6,109.1,4,2025-10-09,F
AX-77466,Kohlmeise,79.2,16.5,3,2025-10-09,M
AX-98276,Amsel,126.6,94.6,1,2025-10-09,F
AX-88075,Kohlmeise,74.0,16.2,3,2025-10-09,U
AX-52990,Kohlmeise,75.0,19.0,4,2025-10-09,U
AX-94573,Kohlmeise,76.1,20.1,2,2025-10-09,M
AX-18966,Blaumeise,62.5,8.6,3,2025-10-09,U
AX-41093,Blaumeise,60.3,8.3,4,2025-10-09,U
AX-68810,Blaumeise,59.9,11.3,5,2025-10-09,F
AX-49938,Kohlmeise,79.7,17.1,5,2025-10-09,M
AX-73005,Kohlmeise,74.1,16.2,4,2025-10-09,U
AX-82365,Amsel,128.1,95.6,3,2025-10-09,F
AX-75158,Kohlmeise,75.7,18.3,2,2025-10-09,U
AX-15169,Amsel,128.6,81.0,1,2025-10-09,M
AX-98312,Blaumeise,62.5,9.9,2,2025-10-09,U
AX-79462,Blaumeise,63.7,13.6,5,2025-10-09,M
AX-24842,Amsel,127.1,102.9,3,2025-10-09,F
AX-21142,Amsel,130.9,108.9,5,2025-10-09,M
AX-31114,Kohlmeise,77.0,17.7,5,2025-10-09,U
AX-18807,Blaumeise,61.9,10.7,5,2025-10-09,U
AX-25587,Kohlmeise,76.8,16.2,5,2025-10-09,M
AX-15665,Kohlmeise,72.8,20.5,5,2025-10-09,U
AX-42838,Kohlmeise,72.0,20.8,4,2025-10-09,M
AX-41209,Amsel,129.0,94.5,2,2025-10-09,F
AX-92878,Kohlmeise,73.6,18.4,0,2025-10-09,F
AX-32320,Amsel,127.5,89.0,1,2025-10-09,F
AX-25386,Blaumeise,64.9,12.0,3,2025-10-09,M
AX-91162,Blaumeise,61.6,10.1,0,2025-10-09,F
AX-46333,Kohlmeise,76.9,18.0,2,2025-10-09,U
AX-27460,Amsel,120.7,82.3,5,2025-10-09,U
AX-26021,Amsel,126.8,92.6,3,2025-10-09,M
AX-13822,Kohlmeise,74.5,20.6,3,2025-10-09,U
AX-12791,Amsel,128.4,97.5,2,2025-10-09,M
AX-22700,Blaumeise,66.8,8.2,3,2025-10-09,M
AX-89252,Amsel,126.6,98.5,1,2025-10-09,M
AX-17159,Kohlmeise,74.1,20.0,4,2025-10-09,F
AX-66031,Blaumeise,65.5,10.7,5,2025-10-09,M
AX-28123,Amsel,126.5,103.3,4,2025-10-09,F
AX-63506,Kohlmeise,77.0,16.0,4,2025-10-09,M
AX-76331,Amsel,135.3,99.2,4,2025-10-09,U
AX-65799,Kohlmeise,70.6,18.7,0,2025-10-09,F
AX-21948,Blaumeise,64.0,11.7,0,2025-10-10,M
AX-57733,Blaumeise,60.6,9.1,1,2025-10-10,U
AX-39065,Blaumeise,60.1,10.4,1,2025-10-10,F
AX-43700,Kohlmeise,73.4,19.2,2,2025-10-10,M
AX-63442,Blaumeise,62.4,12.0,4,2025-10-10,F
AX-97681,Amsel,122.2,98.9,4,2025-10-10,F
AX-65933,Blaumeise,64.4,11.1,3,2025-10-10,M
AX-78783,Blaumeise,59.3,12.1,1,2025-10-10,U
AX-80753,Kohlmeise,77.8,16.2,0,2025-10-10,M
AX-74795,Amsel,124.8,82.6,4,2025-10-10,F
AX-90789,Amsel,128.8,96.0,0,2025-10-10,M
AX-32275,Kohlmeise,77.3,17.1,0,2025-10-10,M
AX-46093,Kohlmeise,73.3,19.2,3,2025-10-10,U
AX-78102,Kohlmeise,72.2,19.2,4,2025-10-10,M
AX-86606,Blaumeise,61.2,10.9,5,2025-10-10,M
AX-60326,Amsel,130.5,98.7,2,2025-10-10,M
AX-68598,Amsel,131.6,100.2,4,2025-10-10,F
AX-84635,Amsel,125.2,93.0,0,2025-10-10,F
AX-10019,Amsel,125.9,86.2,4,2025-10-10,U
AX-46461,Blaumeise,64.8,11.3,5,2025-10-10,M
AX-37776,Blaumeise,61.1,10.9,5,2025-10-10,F
AX-72911,Blaumeise,60.9,10.2,1,2025-10-10,F
AX-58925,Kohlmeise,72.3,16.1,0,2025-10-10,F
AX-99300,Amsel,125.5,100.0,3,2025-10-10,F
AX-65930,Kohlmeise,73.0,19.2,0,2025-10-10,F
AX-96007,Kohlmeise,80.1,19.3,2,2025-10-10,U
AX-49468,Blaumeise,60.0,10.8,1,2025-10-10,F
AX-28348,Blaumeise,66.1,11.4,5,2025-10-10,M
AX-71205,Blaumeise,63.0,11.6,5,2025-10-10,F
AX-23739,Amsel,127.8,96.6,5,2025-10-10,M
AX-74106,Kohlmeise,74.0,20.0,2,2025-10-10,F
AX-83792,Blaumeise,63.1,10.8,1,2025-10-10,U
AX-12327,Amsel,138.5,103.7,0,2025-10-10,F
AX-78716,Kohlmeise,77.1,19.1,1,2025-10-10,M
AX-42026,Amsel,134.1,87.9,4,2025-10-10,M
AX-79994,Kohlmeise,76.6,17.3,0,2025-10-10,M
AX-45250,Kohlmeise,75.0,19.5,4,2025-10-10,U
AX-91191,Amsel,133.5,93.9,3,2025-10-10,F
AX-84308,Amsel,123.5,102.7,1,2025-10-10,F
AX-95049,Blaumeise,61.8,11.8,5,2025-10-10,U
AX-25019,Kohlmeise,76.6,16.0,1,2025-10-10,M
AX-92603,Amsel,125.3,94.6,4,2025-10-10,F
AX-94583,Blaumeise,61.2,11.1,1,2025-10-10,F
AX-56339,Kohlmeise,71.5,15.4,4,2025-10-10,F
AX-72698,Amsel,122.4,89.9,4,2025-10-10,F
AX-60748,Kohlmeise,73.1,19.7,2,2025-10-10,F
AX-78859,Blaumeise,61.7,11.9,4,2025-10-10,U
AX-65817,Amsel,129.0,91.2,0,2025-10-10,U
AX-14756,Kohlmeise,74.9,18.5,2,2025-10-10,M
AX-77594,Kohlmeise,76.6,18.0,4,2025-10-10,F
AX-14503,Kohlmeise,74.2,18.5,0,2025-10-10,F
AX-26694,Blaumeise,65.8,11.3,3,2025-10-10,M
AX-45866,Amsel,125.9,99.5,2,2025-10-10,U
AX-68075,Blaumeise,63.7,11.7,5,2025-10-10,M
AX-81967,Blaumeise,62.6,10.2,0,2025-10-10,M
AX-92691,Amsel,125.7,87.7,3,2025-10-10,F
AX-95712,Blaumeise,61.3,12.9,1,2025-10-10,U
AX-85693,Kohlmeise,73.4,18.0,0,2025-10-10,F
AX-13590,Blaumeise,63.2,13.3,2,2025-10-10,U
AX-68629,Amsel,125.7,99.6,5,2025-10-10,F
AX-86520,Amsel,126.1,90.4,5,2025-10-10,F
AX-60868,Amsel,131.8,107.5,3,2025-10-10,U
AX-76440,Amsel,132.1,98.2,3,2025-10-10,U
AX-21351,Kohlmeise,73.4,17.3,4,2025-10-10,U
AX-82731,Amsel,128.8,78.3,1,2025-10-10,U
AX-77769,Blaumeise,62.1,8.5,2,2025-10-10,U
AX-42469,Kohlmeise,76.2,17.9,2,2025-10-10,U
AX-63148,Amsel,128.5,95.4,4,2025-10-10,M
AX-54164,Kohlmeise,77.9,18.8,5,2025-10-10,M
AX-86909,Kohlmeise,76.7,19.4,3,2025-10-10,U
AX-10302,Blaumeise,62.6,10.2,3,2025-10-10,U
AX-84218,Amsel,127.8,80.7,1,2025-10-10,M
AX-85727,Amsel,130.1,88.1,4,2025-10-10,F
AX-64626,Blaumeise,60.0,10.9,4,2025-10-10,F
AX-18849,Blaumeise,62.5,12.6,0,2025-10-10,U
AX-83582,Kohlmeise,76.7,19.5,5,2025-10-10,M
AX-54147,Amsel,137.7,106.1,3,2025-10-10,F
AX-51076,Amsel,137.6,95.0,3,2025-10-10,M
AX-75113,Amsel,128.7,109.1,2,2025-10-10,M
AX-90744,Kohlmeise,75.2,17.0,0,2025-10-10,U
AX-27605,Amsel,126.6,96.1,5,2025-10-10,M
AX-43287,Blaumeise,62.2,12.6,1,2025-10-10,U
AX-97408,Amsel,128.6,101.1,2,2025-10-10,U
AX-71982,Amsel,129.7,102.3,4,2025-10-10,M
AX-23188,Blaumeise,59.9,13.6,0,2025-10-11,F
AX-87851,Blaumeise,66.3,9.5,4,2025-10-11,M
AX-62138,Amsel,128.8,84.6,2,2025-10-11,U
AX-92030,Blaumeise,59.6,11.1,0,2025-10-11,F
AX-65087,Kohlmeise,74.2,16.7,2,2025-10-11,F
AX-12313,Blaumeise,63.4,10.9,1,2025-10-11,M
AX-88208,Kohlmeise,73.2,17.3,1,2025-10-11,F
AX-81700,Kohlmeise,76.5,18.8,1,2025-10-11,M
AX-17516,Kohlmeise,80.6,18.4,5,2025-10-11,M
AX-77848,Kohlmeise,77.3,19.6,5,2025-10-11,M
AX-87585,Blaumeise,62.5,10.8,4,2025-10-11,M
AX-37766,Kohlmeise,71.9,16.9,4,2025-10-11,F
AX-36678,Blaumeise,62.6,11.3,1,2025-10-11,U
AX-23046,Blaumeise,64.6,10.9,2,2025-10-11,M
AX-89534,Amsel,132.4,106.8,1,2025-10-11,F
AX-27118,Amsel,129.3,93.3,1,2025-10-11,U
AX-37718,Kohlmeise,73.3,18.0,1,2025-10-11,U
AX-14394,Blaumeise,64.1,10.9,0,2025-10-11,M
AX-51874,Amsel,130.2,101.7,4,2025-10-11,M
AX-83223,Kohlmeise,76.2,19.2,5,2025-10-11,M
AX-78629,Kohlmeise,75.4,17.2,5,2025-10-11,U
AX-92536,Kohlmeise,75.7,17.6,4,2025-10-11,F
AX-14334,Kohlmeise,75.2,15.7,3,2025-10-11,U
AX-61259,Amsel,129.7,102.8,3,2025-10-11,F
AX-95861,Blaumeise,60.7,9.5,0,2025-10-11,U
AX-35719,Kohlmeise,71.0,17.9,4,2025-10-11,F
AX-61913,Kohlmeise,71.2,19.7,4,2025-10-11,F
AX-17084,Amsel,132.3,85.9,2,2025-10-11,M
AX-18679,Kohlmeise,76.2,19.0,1,2025-10-11,M
AX-28234,Kohlmeise,75.6,16.3,0,2025-10-11,M
AX-75259,Blaumeise,64.4,9.4,3,2025-10-11,F
AX-14343,Amsel,129.1,114.8,5,2025-10-11,M
AX-73275,Blaumeise,60.9,10.5,0,2025-10-11,U
AX-80797,Kohlmeise,70.9,16.2,1,2025-10-11,F
AX-91535,Blaumeise,66.3,12.9,4,2025-10-11,M
AX-87844,Kohlmeise,73.1,16.0,0,2025-10-11,F
AX-51638,Amsel,127.1,96.3,4,2025-10-11,M
AX-54694,Amsel,135.3,97.9,2,2025-10-11,M
AX-98559,Kohlmeise,74.9,17.6,0,2025-10-11,M
AX-10984,Kohlmeise,72.9,16.1,3,2025-10-11,F
AX-87637,Kohlmeise,73.6,17.2,5,2025-10-11,U
AX-23521,Blaumeise,61.1,11.2,2,2025-10-11,M
AX-31819,Blaumeise,63.4,9.9,1,2025-10-11,U
AX-82237,Amsel,126.6,81.9,2,2025-10-11,M
AX-60001,Kohlmeise,79.8,18.7,0,2025-10-11,U
AX-26650,Amsel,118.7,93.2,3,2025-10-11,F
AX-73812,Amsel,126.5,82.9,4,2025-10-11,U
AX-76096,Amsel,129.1,95.5,0,2025-10-11,U
AX-12946,Blaumeise,58.7,11.3,3,2025-10-11,F
AX-57628,Amsel,128.8,89.0,5,2025-10-11,M
AX-35999,Blaumeise,60.4,8.6,2,2025-10-11,F
AX-87586,Kohlmeise,78.8,21.0,1,2025-10-11,M
AX-29396,Blaumeise,64.0,9.9,3,2025-10-11,U
AX-27392,Kohlmeise,75.5,19.8,2,2025-10-11,F
AX-96079,Kohlmeise,76.9,19.7,4,2025-10-11,U
AX-48356,Kohlmeise,70.2,20.7,0,2025-10-11,F
AX-94402,Amsel,125.8,90.3,1,2025-10-11,U
AX-90914,Kohlmeise,76.4,19.0,1,2025-10-11,F
AX-93836,Kohlmeise,69.2,18.2,2,2025-10-11,F
AX-86627,Blaumeise,64.4,11.5,3,2025-10-11,M
AX-44451,Kohlmeise,72.0,18.8,5,2025-10-11,U
AX-79921,Kohlmeise,74.5,19.3,4,2025-10-11,F
AX-34157,Blaumeise,59.7,10.5,3,2025-10-11,U
AX-69227,Amsel,126.1,102.5,2,2025-10-11,M
AX-91667,Amsel,120.1,92.2,3,2025-10-11,F
AX-69402,Blaumeise,64.0,10.6,4,2025-10-11,M
AX-37935,Kohlmeise,72.7,16.9,3,2025-10-11,F
AX-66623,Kohlmeise,75.8,21.2,1,2025-10-11,F
AX-94083,Blaumeise,62.4,9.1,2,2025-10-11,M
AX-38882,Amsel,122.3,95.9,3,2025-10-11,F
AX-55283,Amsel,133.6,102.1,5,2025-10-11,M
AX-65987,Kohlmeise,75.1,16.7,2,2025-10-11,U
AX-79431,Kohlmeise,76.0,17.7,5,2025-10-11,M
AX-76587,Amsel,126.4,85.3,4,2025-10-11,M
AX-11461,Blaumeise,63.8,10.9,4,2025-10-11,M
AX-45633,Amsel,125.0,105.5,0,2025-10-11,F
AX-72830,Blaumeise,60.9,10.8,5,2025-10-11,F
AX-90484,Blaumeise,59.8,9.7,4,2025-10-11,F
AX-32874,Amsel,132.5,84.8,4,2025-10-11,U
AX-38603,Kohlmeise,70.9,15.8,2,2025-10-11,M
AX-27123,Kohlmeise,71.5,19.7,1,2025-10-11,F
AX-87886,Amsel,127.8,97.3,1,2025-10-11,M
AX-19992,Kohlmeise,74.7,15.3,2,2025-10-12,M
AX-85033,Blaumeise,59.8,12.1,1,2025-10-12,F
AX-53982,Blaumeise,62.5,12.2,3,2025-10-12,U
AX-61975,Amsel,131.3,99.3,2,2025-10-12,F
AX-87701,Kohlmeise,73.4,15.1,2,2025-10-12,F
AX-58270,Amsel,124.2,94.8,2,2025-10-12,M
AX-17307,Kohlmeise,76.2,18.1,1,2025-10-12,F
AX-97085,Kohlmeise,77.8,16.6,5,2025-10-12,M
AX-19757,Blaumeise,58.8,11.4,2,2025-10-12,F
AX-74537,Kohlmeise,74.7,19.0,2,2025-10-12,U
AX-58617,Kohlmeise,74.0,18.2,1,2025-10-12,U
AX-65727,Amsel,126.9,104.2,0,2025-10-12,U
AX-50369,Blaumeise,63.0,11.1,4,2025-10-12,U
AX-79797,Blaumeise,60.9,11.4,3,2025-10-12,F
AX-29173,Amsel,128.5,98.0,3,2025-10-12,U
AX-18455,Kohlmeise,74.0,20.4,5,2025-10-12,F
AX-41267,Amsel,130.0,104.2,1,2025-10-12,F
AX-86513,Blaumeise,64.5,11.0,1,2025-10-12,M
AX-51312,Amsel,128.1,95.0,2,2025-10-12,M
AX-35740,Amsel,131.5,94.3,5,2025-10-12,M
AX-32076,Kohlmeise,76.3,17.4,2,2025-10-12,U
AX-20884,Kohlmeise,74.8,17.0,3,2025-10-12,U
AX-46109,Amsel,128.5,94.4,4,2025-10-12,F
AX-21813,Blaumeise,59.2,9.1,4,2025-10-12,F
AX-71404,Blaumeise,62.5,11.9,5,2025-10-12,M
AX-90845,Kohlmeise,73.3,18.5,0,2025-10-12,U
AX-48057,Kohlmeise,76.6,16.3,3,2025-10-12,U
AX-93381,Kohlmeise,77.0,18.7,3,2025-10-12,M
AX-61969,Kohlmeise,72.8,16.4,5,2025-10-12,U
AX-23646,Blaumeise,62.3,9.2,4,2025-10-12,M
AX-59089,Amsel,119.4,89.7,1,2025-10-12,F
AX-84273,Amsel,131.5,100.2,0,2025-10-12,U
AX-81145,Blaumeise,63.8,11.1,0,2025-10-12,M
AX-80137,Blaumeise,61.1,9.5,1,2025-10-12,U
AX-50404,Blaumeise,60.2,10.7,5,2025-10-12,U
AX-76613,Blaumeise,66.8,11.5,5,2025-10-12,M
AX-95011,Blaumeise,61.6,8.6,1,2025-10-12,U
AX-63164,Blaumeise,57.9,10.8,2,2025-10-12,U
AX-33943,Blaumeise,60.5,10.6,4,2025-10-12,F
AX-50685,Blaumeise,65.9,9.2,0,2025-10-12,M
AX-56385,Blaumeise,61.6,10.1,0,2025-10-12,U
AX-19313,Kohlmeise,78.7,15.2,3,2025-10-12,M
AX-91880,Amsel,133.3,95.4,4,2025-10-12,U
AX-59065,Kohlmeise,71.1,19.2,2,2025-10-12,U
AX-65196,Kohlmeise,77.7,19.8,0,2025-10-12,M
AX-94144,Blaumeise,64.9,11.0,3,2025-10-12,M
AX-17013,Blaumeise,62.6,9.6,4,2025-10-12,U
AX-64673,Amsel,126.7,94.6,1,2025-10-12,U
AX-97569,Kohlmeise,76.1,15.9,4,2025-10-12,U
AX-10236,Amsel,127.8,87.6,0,2025-10-12,F
AX-91219,Amsel,130.1,81.2,0,2025-10-12,M
AX-24777,Kohlmeise,72.5,18.2,3,2025-10-12,F
AX-39256,Kohlmeise,73.8,16.2,3,2025-10-12,F
AX-35432,Kohlmeise,77.4,18.7,2,2025-10-12,M
AX-91444,Blaumeise,62.7,11.9,1,2025-10-12,M
AX-52672,Amsel,141.8,100.1,5,2025-10-12,U
